starid,name,country,magnitude,constellation,date
HD 22821,Noemi Egli ,Switzerland,8.42,Eri,2020-10-09
HD 181596,Manuela Silva,Brazil,7.51,Cyg,2020-10-09
HD 81776,Eduardo Castro,Brazil,8.16,Leo,2020-10-09
HD 9026,Amir Hirthe ,Philippines,8.12,Scl,2020-10-09
HD 145666,Viva Pethö,Hungary,7.8,Nor,2020-10-09
HD 3066,Miren Sandoval,Spain,7.36,Cas,2020-10-09
HD 51848,'Atiqah Gurusamy ,Malaysia,8.05,CMa,2020-10-10
HD 163624,John Walker ,United Kingdom,5.95,Oph,2020-10-10
HD 117266,Giannina Fierro,Peru,7.79,Vir,2020-10-10
HD 160940,Ming Su,China,7.94,Sco,2020-10-10
HD 174619,Wifaq Boulos,Saudi Arabia,7.82,Dra,2020-10-10
HD 161379,Song Tung,China,9.54,Ara,2020-10-10
HD 16979,Berkay Düşenkalkar ,Turkey,8.15,Per,2020-10-11
HD 181636,Hannah Hansen,Denmark,7.06,Aql,2020-10-11
HD 93551,Hafthah Quraishi,Bangladesh,6.42,UMa,2020-10-11
HD 174996,Shifa' Tannous,Pakistan,7.31,Sgr,2020-10-11
HD 50674,Joy Wisozk ,USA,7.24,CMa,2020-10-11
HD 108662,Esma Koçyiğit ,Turkey,5.29,Com,2020-10-11
HD 15126,Anian Contreras,Spain,7.55,Tri,2020-10-11
HD 64032,Mikita Gunatyok ,Ukraine,8.96,Car,2020-10-11
HD 49294,Julie Dixit ,India,7,Mon,2020-10-11
HD 223017,Yexalén Rocha,Spain,7.51,And,2020-10-11
HD 206536,Katja Schneider ,Switzerland,6.9,Cep,2020-10-11
HD 50396,Najoua Paulina,Netherlands,9.57,Pup,2020-10-11
HD 211583,Gaby Hilferink,Netherlands,9.95,PsA,2020-10-11
HD 35938,Đoan Đào,Vietnam,8.37,Aur,2020-10-11
HD 112109,Aluhe Urrútia,Spain,8.05,Cru,2020-10-11
HD 200599,Martina Bogdanović ,Croatia,7.93,Del,2020-10-11
HD 14509,Michaela Obstová,Czech Republic,6.36,Phe,2020-10-11
HD 90949,Farisa Campos,Mexico,9.09,Car,2020-10-11
HD 84576,Faiza Awad,Saudi Arabia,8.96,UMa,2020-10-11
HD 83293,Aline Steinmann ,Switzerland,7.5,Ant,2020-10-11
HD 100555,Chan Hung,China,8.17,Cen,2020-10-11
HD 181037,Iftikar Ghanem,Saudi Arabia,8.76,Sgr,2020-10-11
HD 30359,Uday Vala ,India,8.98,Cae,2020-10-11
HD 45104,Anshu Mohanty ,India,8.31,Oct,2020-10-11
HD 39796,Niels Verbeke ,Belgium,8.05,Col,2020-10-11
HD 213619,Ela Zambrano,Peru,6.56,Peg,2020-10-11
HD 127164,Sebastian Baier,Germany,7.72,UMa,2020-10-11
HD 165477,April Noordegraaf,Netherlands,8.52,Oph,2020-10-11
HD 18022,Serhan Örge ,Turkey,8.49,Eri,2020-10-12
HD 138813,Jacques Martineau ,France,7.31,Lib,2020-10-12
HD 97689,Abdul-Barr Moghadam,Pakistan,6.82,Cen,2020-10-12
HD 28006,Park Yao,China,8.34,Per,2020-10-12
HD 162559,Amanda Salmi,Finland,8.83,Oph,2020-10-12
HD 126548,Satu Knihtilä,Finland,7.66,Lup,2020-10-12
HD 172533,Felicjan Olszewski,Poland,8.3,Sgr,2020-10-12
HD 2774,Evdokia Yefremova,Russia,5.59,Cas,2020-10-12
HD 183089,Amelia Hussain,USA,9.01,Sgr,2020-10-12
HD 193292,Tanya Harris ,United Kingdom,7.24,Cyg,2020-10-12
HD 18041,Tristan Vestergaard,Denmark,7.02,Per,2020-10-12
HD 108968,Oksana Pavlova,Russia,5.49,Cru,2020-10-12
HD 133232,Imam Touma,Bangladesh,9.38,Boo,2020-10-12
HD 32580,Lily Herman ,Belgium,8.44,Eri,2020-10-12
HD 222520,Barlas Adıvar ,Turkey,8.39,Psc,2020-10-12
HD 234826,Rosaria Moretti,Italy,8.67,Cyg,2020-10-13
HD 88676,Anders Nørgaard,Denmark,8.79,Cha,2020-10-14
HD 55213,Megan Patterson,USA,6.66,CMa,2020-10-14
HD 132481,Cantara Bahar,UAE,6.89,Cir,2020-10-15
HD 206051,Aisha Awad,Siria,8.61,Gru,2020-10-15
HD 222750,Ladislao Monaldo,Italy,8.49,And,2020-10-16
HD 222610,Petra Marković ,Croatia,7.62,Peg,2020-10-16
HD 87353,Tea Bogdanović ,Croatia,8.8,UMa,2020-10-17
HD 185501,Gemma Cressac,Canada,7.51,Cyg,2020-10-17
HD 142093,Majid al Din Maalouf,Pakistan,7.31,Ser,2020-10-17
HD 39990,Amanda Ribeiro,Portugal,8.46,Ori,2020-10-17
HD 70193,Mavis Carroll ,Philippines,8.09,Pup,2020-10-18
HD 115809,Ethan Walker ,United Kingdom,8.13,CVn,2020-10-18
HD 186121,'Iffah Touma,UAE,6.17,Cyg,2020-10-18
HD 218052,Sophie Stanley,USA,9.29,And,2020-10-18
HD 82370,Sandra Feierabend,Germany,7.14,Oct,2020-10-18
HD 5379,Maya Prastuti ,Indonesia,8.63,Tuc,2020-10-18
HD 236714,Zhu Ting,China,9.66,Cas,2020-10-18
HD 134066,Jennifer Graber ,Switzerland,6.72,Boo,2020-10-18
HD 100401,Flaviana Iadanza,Italy,8.36,Cha,2020-10-19
HD 25150,Roman ﻿Němec,Czech Republic,8.28,Cam,2020-10-19
HD 115902,Herminia Tapia,Peru,8.75,Vir,2020-10-19
HD 206923,Yue Wan Tang,China,8.19,Cep,2020-10-19
HD 72979,Alhusayn Toma,Saudi Arabia,7.7,Vol,2020-10-20
HD 16777,Gülden Cornelisse,Netherlands,6.91,Hyi,2020-10-21
HD 93033,Anaïs Simard,Canada,6.97,UMa,2020-10-21
HD 259160,İrem Tütüncü ,Turkey,8.32,Gem,2020-10-21
HD 346685,Bernadette Ouma ,Nigeria,8.9,Vul,2020-10-21
HD 113823,Melanie Theiss,Germany,5.98,Cen,2020-10-21
HD 18909,Nabeela Boutros,Iran,8.2,Cet,2020-10-21
HD 120411,Madeleine Dennis,USA,9.79,Cen,2020-10-22
HD 52749,Radit Prasasta ,Indonesia,7.82,CMa,2020-10-23
HD 238469,De Kê,China,9.12,Dra,2020-10-23
HD 18439,Maitane Gracia,Cuba,7.33,Per,2020-10-23
HD 177076,Laurits Hansen,Denmark,8.13,CrA,2020-10-23
HD 175951,Emmanoeel Skoetere ,Greece,7.72,CrA,2020-10-23
HD 197070,Melba Ybarra,Spain,8.8,Pav,2020-10-23
HD 232695,Suhaymah Wasem,Pakistan,8.94,Per,2020-10-24
HD 43965,Fatinah Nazari,Tunis,7.64,Gem,2020-10-24
HD 172312,Cong Yeh,China,8.37,Oph,2020-10-24
HD 208376,Kate Elliott,USA,8.9,Cep,2020-10-24
HD 40173,Mirta Bahena,Spain,7.72,Lep,2020-10-24
HD 94902,Trevor Kreiger ,USA,7.12,UMa,2020-10-24
HD 171124,Glenda Pedroza,Spain,8.17,Dra,2020-10-24
HD 350571,Logan Bibi,USA,8.45,Sge,2020-10-24
HD 158081,Chang Hsieh,China,8.58,Aps,2020-10-24
HD 118697,Marilu Bustos,Spain,7.34,Cen,2020-10-24
HD 181627,Daniel Horvatinčić ,Croatia,8.77,Dra,2020-10-24
HD 14152,Alexandro Rowe ,Philippines,7.96,Cep,2020-10-25
HD 46735,Yasmin Farmer,USA,8.23,Mon,2020-10-25
HD 220482,Derrick Stokes ,USA,9.08,Gru,2020-10-25
HD 40598,Walaa' Maalouf,Egypt,7.66,Aur,2020-10-25
HD 52564,Giovana Souza,Brazil,7.97,Mon,2020-10-25
HD 210570,Runjhun Bora ,India,9.41,PsA,2020-10-26
HD 110213,Anette Honing,South Africa,8.7,Hya,2020-10-26
HD 83945,Ulderico Genovese,Italy,7.61,Car,2020-10-27
HD 52778,Doelia Mercado,Spain,6.73,CMa,2020-10-27
HD 85683,Tracy Wright ,United Kingdom,7.34,Vel,2020-10-27
HD 197747,Daniela Muench,Germany,9.56,Mic,2020-10-27
HD 16168,Max Jackson ,United Kingdom,9.83,Eri,2020-10-27
HD 52300,Yusriyah Sabbagh,Egypt,7.37,Car,2020-10-28
HD 66629,Xiong Ch'in,China,8.68,Pup,2020-10-28
HD 118580,Habeeba Isa,Saudi Arabia,8.66,Vir,2020-10-29
HD 63382,Molly Cartwright,USA,6.1,Car,2020-10-30
HD 82436,Wera Rutkowska,Poland,6.62,Vel,2020-10-30
HD 177805,Jiu Baek ,South Korea,8.35,Pav,2020-10-30
HD 128053,Aurora König,Netherlands,9.21,Lup,2020-10-30
HD 129004,Khulood Kanaan,Saudi Arabia,8.3,Boo,2020-10-30
HD 238135,Asil Haik,Tunis,9.42,UMa,2020-10-30
HD 223699,Gilbert Payet ,France,9.32,Scl,2020-10-30
HD 41712,Lavinia Alves,Brazil,6.94,Ori,2020-10-30
HD 1775,Dawn Chotoe,Netherlands,8.52,Cet,2020-10-30
HD 32990,Yole Orozco,Spain,5.5,Tau,2020-10-30
HD 289394,Tain Hsing,China,9.52,Mon,2020-10-31
HD 68950,Gretel Olmos,Mexico,7.11,Vol,2020-10-31
HD 92670,Georges Lefevre ,France,9.07,Leo,2020-11-01
HD 170652,Qubilah Harb,Egypt,8.36,Ser,2020-11-01
HD 34340,Prabu Mangunsong ,Indonesia,8.68,Ori,2020-11-01
HD 103447,Nona Repina,Russia,9.83,Vir,2020-11-01
HD 21995,Mason Reed,Ireland,8.05,Eri,2020-11-01
HD 122682,Natasha Kent,USA,9.66,Hya,2020-11-01
HD 286573,Matthew Spencer,Australia,8.71,Tau,2020-11-01
HD 9123,Julien Masson ,Belgium,8.56,Hyi,2020-11-01
HD 131599,Evelien Lozada,Peru,7.79,Boo,2020-11-01
HD 40673,Eliseo Krajcik ,USA,7.63,Lep,2020-11-01
HD 58128,Éléonore Vaillant ,France,8.97,CMa,2020-11-01
HD 233661,Irina Kovalyova,Russia,9.84,UMa,2020-11-01
HD 7462,Lian Ch'iu,China,9.28,Psc,2020-11-01
HD 217262,Julie Bailly ,France,8.24,And,2020-11-02
HD 175446,Giovana Ribeiro,Brazil,9.28,Aql,2020-11-03
HD 198008,Leonor Dias,Brazil,9.2,Ind,2020-11-03
HD 181254,Cédric Gisler ,Switzerland,8.71,Aql,2020-11-03
HD 187247,Cora Leffler ,USA,9.07,Sgr,2020-11-03
HD 147009,Damon McCullough ,USA,8.05,Sco,2020-11-03
HD 29751,Lynn Miller ,USA,6.8,Men,2020-11-03
HD 115831,Katarina Franić ,Croatia,8.21,Vir,2020-11-03
HD 204978,Olyeksіy Vasilyenko ,Ukraine,7.55,Cyg,2020-11-04
HD 36018,Jasper Yildirim ,Belgium,7.57,Lep,2020-11-04
HD 76507,Phoebe Butler,USA,7.7,UMa,2020-11-04
HD 145648,Delta Olmos,Spain,8.85,Her,2020-11-04
HD 103088,Brigitta Fazekas,Hungary,8.87,Cen,2020-11-04
HD 22599,Davonte Wiza ,Philippines,8.42,Hyi,2020-11-05
HD 4395,Jennifer Fisher,USA,7.68,Cet,2020-11-06
HD 41009,Fiacre Laramée,Ivory Coast,7.93,Aur,2020-11-06
HD 216713,Bianca Correia,Portugal,9.51,Lac,2020-11-06
HD 45424,Ewell Spinka ,USA,7.18,Col,2020-11-06
HD 204082,Ayu Najmudin ,Indonesia,8,Mic,2020-11-06
HD 176525,Letha Crist ,USA,9.19,Dra,2020-11-07
HD 118043,Charlie Gilbert,New Zealand,9.29,Cen,2020-11-07
HD 158209,Breno Rodrigues,Brazil,8.26,Dra,2020-11-08
HD 3944,Zoe Williamson,Australia,8.15,Psc,2020-11-09
HD 36289,Anette Kivistö,Finland,8.22,Cam,2020-11-09
HD 131895,Publia Casas,Spain,8.58,Lib,2020-11-09
HD 207415,Ece Kuday ,Turkey,7.47,Ind,2020-11-09
HD 190350,Dorian Toro,Spain,9.08,Sgr,2020-11-09
HD 160263,Cleodora Ortega,Chile,5.78,Ara,2020-11-10
HD 199274,Hollie Matthews ,United Kingdom,9.61,Ind,2020-11-10
HD 28421,Mimir Larsen,Denmark,8.25,Ret,2020-11-10
HD 128377,Teodequilda Reynoso,Spain,8.24,Lup,2020-11-10
HD 90880,Romanela Garica,Spain,8.85,Leo,2020-11-10
HD 52312,Didiane Camus,Canada,5.95,Mon,2020-11-10
HD 208774,Tia Powell,USA,8.37,Cep,2020-11-10
HD 85722,Davi Alves,Portugal,9.42,Hya,2020-11-10
HD 25166,Nicole Huber,Austria,8.4,Eri,2020-11-10
HD 3517,Rayya Arian,Egypt,8.64,Phe,2020-11-10
HD 6576,Gauransh Sant ,India,8.96,Phe,2020-11-10
HD 160626,Lissa Rojo,Spain,9.2,Oph,2020-11-11
HD 39683,Demi Nolan,USA,7.15,Ori,2020-11-11
HD 45712,Camilla Mikkelsen,Norway,9.36,CMa,2020-11-11
HD 50509,Gisella Fanucci,Italy,8.04,Gem,2020-11-11
HD 214981,Zabrina Zainuddin ,Malaysia,9.24,Peg,2020-11-11
HD 88643,Lily Jennings,USA,7.37,Ant,2020-11-11
HD 67162,Tomáš Holeček,Czech Republic,8.22,Pup,2020-11-11
HD 83744,Mirco Reimerink,South Africa,9.62,Cha,2020-11-12
HD 16730,Lisa Robertson ,United Kingdom,8.16,Ari,2020-11-12
HD 139500,Lyobov Vasilʲyev ,Ukraine,9.33,Lib,2020-11-12
HD 168930,Artyom Yermakov,Russia,8.39,Dra,2020-11-12
HD 188972,Damini Behl ,India,8.51,Sge,2020-11-12
HD 151925,Maik Feierabend,Germany,7.98,Oph,2020-11-12
HD 76290,Sylwester Walczak,Poland,7.32,UMa,2020-11-13
HD 152001,Lucinda Atencio,Spain,8.99,Sco,2020-11-13
HD 152491,Jane Garay,Spain,6.77,Sco,2020-11-13
HD 129417,Zinzi Verduijn,Netherlands,8.16,Hya,2020-11-14
HD 116683,Alice Sykes,USA,8.83,Vir,2020-11-14
HD 167505,Sanghun Ha ,South Korea,8.83,Sgr,2020-11-14
HD 73510,Tulla Aragón,Guatemala,8.91,Cnc,2020-11-14
HD 13979,Wonjun Ham ,South Korea,9.17,For,2020-11-14
HD 68242,Fatima Davydova,Russia,6.27,Pup,2020-11-15
HD 178774,Jérôme Colin ,France,8.09,Aql,2020-11-15
HD 189435,Veronique Armenta,Argentina,8.23,Vul,2020-11-16
HD 41552,Lana Legrand ,Belgium,9.06,Col,2020-11-16
HD 87391,Gabriele Trommler,Germany,9.46,Leo,2020-11-16
HD 38082,Saamiya Shamoon,Pakistan,8.76,Aur,2020-11-16
HD 155970,Molly Crooks ,USA,5.98,Oph,2020-11-16
HD 207352,Yoshi Urena,Spain,8.75,Cyg,2020-11-16
HD 80719,Naeun Song ,South Korea,6.3,Hya,2020-11-16
HD 191091,'Alya' Aswad,Pakistan,7.27,Sgr,2020-11-17
HD 165460,Emre Dağlaroğlu ,Turkey,8.85,Dra,2020-11-17
HD 173315,Claudia Eichmann,Germany,8.25,Aql,2020-11-17
HD 10298,Mastura Thirunavukarasu ,Malaysia,8.39,Psc,2020-11-17
HD 124071,Delmare Lambert,Canada,8.8,Vir,2020-11-17
HD 208275,Soyeon Sin ,South Korea,9.27,Cyg,2020-11-17
HD 57494,Xia He Su,China,8.14,Gem,2020-11-18
HD 21650,Park Teng,China,7.32,Per,2020-11-18
HD 349147,Hashim Ba,Bangladesh,8.9,Her,2020-11-18
HD 66235,Afrah Tannous,Pakistan,7.7,Pup,2020-11-19
HD 117998,Martina Strömberg,Sweden,8.36,CVn,2020-11-20
HD 79144,Angeline Karakus,South Africa,8.53,Lyn,2020-11-20
HD 196297,Gabriele Hirsch,Germany,8.07,Vul,2020-11-20
HD 96133,Maarit Pasanen,Finland,7.91,Vel,2020-11-21
HD 203888,Jamie Foster,Ireland,7.6,Peg,2020-11-21
HD 192501,Dylan Knowles,USA,7.03,Del,2020-11-21
HD 154519,Christiane Maillot ,France,7.93,Oph,2020-11-22
HD 152,Emma Reynolds,USA,8.89,Phe,2020-11-22
HD 222593,Isabelle Wallis,USA,7.81,Scl,2020-11-22
HD 138869,Celsa Juárez,Guatemala,9.18,Ser,2020-11-23
HD 116898,Savion Christiansen ,Philippines,8.09,Vir,2020-11-23
HD 84078,Marjella Bessems,Netherlands,8.8,Sex,2020-11-23
HD 84414,Milo Nyberg,Sweden,8.57,Vel,2020-11-23
HD 39248,Verena Gisler ,Switzerland,7.86,Men,2020-11-23
HD 65806,Tialda Aanen,South Africa,8.2,CMi,2020-11-24
HD 212180,Leonarda Barreto,Argentina,6.93,Gru,2020-11-24
HD 129818,Galina Alekseeva,Russia,8.14,Vir,2020-11-24
HD 50652,Lizzie Holmes ,United Kingdom,8.65,Pup,2020-11-24
HD 9198,Burcu Ekşioğlu ,Turkey,8.8,Hyi,2020-11-24
HD 100457,Edelma Soto,Spain,7.66,Leo,2020-11-24
HD 1912,Alira Canales,Peru,7.63,Phe,2020-11-24
HD 144263,Wei Tuan,China,6.74,Nor,2020-11-24
HD 208941,Rowena Carter ,United Kingdom,8.05,Peg,2020-11-25
HD 158663,Maëlle Mathieu ,Belgium,9.55,Sco,2020-11-25
HD 16972,Manchu Hsueh,China,7.27,Cet,2020-11-25
HD 141472,Douglas Carvalho,Portugal,5.94,Dra,2020-11-25
HD 57080,Elisa Weckman,Finland,8.52,Mon,2020-11-25
HD 206343,Lena Lüscher ,Switzerland,7.57,Gru,2020-11-26
HD 37937,Mihai Iosif ,Romania,7.64,Aur,2020-11-26
HD 132974,Otilia Díaz,Spain,8.87,Lib,2020-11-27
HD 21594,Eliška Kaňáková,Slovakia,7.72,Eri,2020-11-27
HD 205329,Muhammad Faulkner,USA,8.07,Cep,2020-11-27
HD 224918,Simon Hofmann ,Switzerland,7.33,Cas,2020-11-27
HD 26421,Sam Hudson,USA,8.15,Per,2020-11-27
HD 14116,Suzette Tisserand,Canada,9.48,Cet,2020-11-27
HD 143386,Connor Wilkinson ,United Kingdom,8.94,Nor,2020-11-27
HD 74622,Harrison Taylor ,United Kingdom,6.26,Car,2020-11-27
HD 55730,Sunny Trantow ,USA,5.71,CMi,2020-11-27
HD 202773,Peggie Swift ,USA,6.4,Mic,2020-11-28
HD 203562,Ilva Madera,Spain,5.16,Equ,2020-11-28
HD 207250,Ghaniyah Tuma,Pakistan,8.44,Cap,2020-11-29
HD 76802,Seongjin Jo ,South Korea,8.47,Vel,2020-11-29
HD 212937,Noble Schroeder ,USA,6.77,Cep,2020-11-29
HD 15856,Nouf Ba,Pakistan,8.7,Cet,2020-11-30
HD 104645,Margarett Goodwin ,USA,8.59,Cen,2020-11-30
HD 10122,Mariya Muravyova,Russia,8.72,Hyi,2020-11-30
HD 217257,Artanto Kurniawan ,Indonesia,8.7,PsA,2020-11-30
HD 104072,Lan Teng,China,7.73,Mus,2020-11-30
HD 189559,Mia Damgaard,Denmark,7.09,Sgr,2020-12-01
HD 29877,Säde Enckelman,Finland,7.2,Dor,2020-12-01
HD 96314,Christofer Henriksson,Sweden,5.69,Hya,2020-12-02
HD 175459,Timothy Lind ,USA,8.41,Sgr,2020-12-02
HD 174283,Rachelle Duclos,Canada,8.69,Sct,2020-12-02
HD 55350,Jiao Shih,China,8.76,Pup,2020-12-02
HD 65759,Liyana Bhupalan ,Malaysia,5.6,Cnc,2020-12-02
HD 81161,Rosie Pritchard,USA,8.52,UMa,2020-12-03
HD 131338,Khalil Ferry ,USA,7.46,Hya,2020-12-03
HD 21021,Nabhan Issa,Algeria,9.28,For,2020-12-03
HD 164300,Laura Welch,Ireland,7.51,CrA,2020-12-03
HD 203851,Rebeca Rodrigues,Brazil,8.84,Pav,2020-12-03
HD 221407,Mate Kranjčar ,Croatia,8.85,And,2020-12-03
HD 196503,Svetlana Ozerova,Russia,7.9,Cyg,2020-12-04
HD 192800,Mireille Sotelo,Spain,7.68,Dra,2020-12-04
HD 35742,Jiang Li Liu,China,6.56,Aur,2020-12-04
HD 37579,Kai Lima,Brazil,8.41,Lep,2020-12-04
HD 26354,Ebru Ozansoy ,Turkey,8.59,Dor,2020-12-04
HD 85280,Alex Johnson,USA,8.44,Vel,2020-12-04
HD 13242,Ella Mugisa ,Nigeria,7.51,Hyi,2020-12-04
HD 200187,Nelly Stucki ,Switzerland,8.29,Mic,2020-12-04
HD 133294,Isobel Peters,New Zealand,8.23,Lib,2020-12-04
HD 7076,Nanna Simonsen,Norway,7.96,Psc,2020-12-05
HD 162714,Jelke Oonk,Netherlands,6.18,Oph,2020-12-05
HD 38090,Elif van der Wees,South Africa,5.88,Lep,2020-12-05
HD 21774,Kristen Hobbelink,South Africa,8.08,Tau,2020-12-05
HD 90862,Canberk Karaböcek ,Turkey,8.66,Leo,2020-12-05
HD 205366,Suhair Shalhoub,UAE,8.05,Cap,2020-12-05
HD 231606,Sabri Sankar ,Malaysia,8.25,Sge,2020-12-06
HD 146827,Manque Salcido,Spain,6.75,TrA,2020-12-06
HD 93831,Moira Leiva,Mexico,8.18,Sex,2020-12-06
HD 75633,Diana Serrano,Spain,8.52,UMa,2020-12-07
HD 167513,Margarethe de Graaf,Netherlands,7.29,Her,2020-12-07
HD 11856,Jana Ježková,Czech Republic,8.65,Oct,2020-12-07
HD 11982,Murjanah Ganim,Saudi Arabia,7.54,Cet,2020-12-08
HD 113702,Rafaela Pinto,Brazil,9.38,Cen,2020-12-08
HD 23506,Emilia Isayeva,Russia,8.49,Eri,2020-12-08
HD 153026,Martine Lebrun ,France,8.33,Sco,2020-12-08
HD 36336,Phương Tôn,Vietnam,8.72,Tau,2020-12-08
HD 159517,Noah Thomas ,Belgium,6.45,Oct,2020-12-08
HD 163611,Madeleine Stevenson,USA,7.59,Oph,2020-12-08
HD 178355,Elizabeth Pugh,Australia,8.68,Vul,2020-12-08
HD 113844,Franck Charrier ,France,9.18,Cen,2020-12-08
HD 169310,Yasmin Steele,USA,7.53,Sct,2020-12-08
HD 178476,Alberta Buda ,Romania,6.22,Vul,2020-12-08
HD 177931,Abdul-Jabbar Dagher,Saudi Arabia,7.16,Lyr,2020-12-08
HD 202703,Cui Tsao,China,8.67,Mic,2020-12-08
HD 115873,Jaeden Williamson ,USA,7.71,Cen,2020-12-08
HD 58540,Livia Melo,Brazil,6.89,Car,2020-12-09
HD 113476,Mariya Lavrova,Russia,8.83,Mus,2020-12-10
HD 200562,Natalya Aksyonova,Russia,7.99,Cyg,2020-12-10
HD 183997,Irina Ignatyeva,Russia,6.94,Sgr,2020-12-10
HD 147204,Raissa Dias,Brazil,7.49,Her,2020-12-10
HD 114633,Rajesh Chauhan ,India,8.16,UMa,2020-12-11
HD 89800,Mathias Tobler ,Switzerland,6.64,Vel,2020-12-11
HD 54787,Max Mbabazi ,Nigeria,9.08,CMa,2020-12-11
HD 145065,Ganesh Dube ,India,8.4,TrA,2020-12-11
HD 78645,Barnabás Kárpáthy,Hungary,8.11,Vel,2020-12-11
HD 210429,Xue Fang Ch'iu,China,8.14,Tuc,2020-12-11
HD 143438,Donglu Hsieh,China,7.12,Sco,2020-12-11
HD 65114,Julia Wyss ,Switzerland,9.36,Pup,2020-12-11
HD 236722,Priska Vogt ,Switzerland,8.56,Cas,2020-12-11
HD 21354,Marlene Armenta,Peru,9.33,Cam,2020-12-11
HD 127304,Raj Kashyap ,India,6.06,Boo,2020-12-11
HD 218764,Yue Ying Ch'en,China,8.66,Ind,2020-12-11
HD 110165,Kiera Russell,USA,7.05,UMa,2020-12-12
HD 87423,Jodie Newman,USA,7.31,Leo,2020-12-13
HD 202108,Maya Sutton,USA,7.32,Cyg,2020-12-14
HD 5935,Amrita Upadhyay ,India,8.45,Phe,2020-12-14
HD 134754,Georgia Akhtar,USA,7.59,Ser,2020-12-14
HD 66343,Nadiyah Boulos,UAE,8.28,Vol,2020-12-15
HD 14290,Daliman Nababan ,Indonesia,7.97,Cet,2020-12-16
HD 21618,Ascensión Mayonga,Mexico,8.48,Hyi,2020-12-16
HD 62279,Mertie Oberbrunner ,USA,7.54,Pup,2020-12-17
HD 89157,Shanti Sethi ,India,7,Vel,2020-12-17
HD 108723,Nedra Jast ,Philippines,7.14,Vir,2020-12-17
HD 101632,Hildelita Perea,Columbia,8.98,Crt,2020-12-18
HD 96796,Katrine Kerluke ,USA,8.29,Leo,2020-12-18
HD 195085,Naomi Lundin,Sweden,8.29,Pav,2020-12-18
HD 45324,Mina Byeon ,South Korea,8.91,CMa,2020-12-18
HD 60773,Liberata Cardona,Spain,8.67,Gem,2020-12-18
HD 5890,'Uhud Shamoon,Pakistan,8.78,Cas,2020-12-18
HD 147619,Yue You Hsüeh,China,8.23,TrA,2020-12-18
HD 9477,Maria Dias,Brazil,7.24,Hyi,2020-12-18
HD 216691,Lore Lauwers ,Belgium,8.37,Aqr,2020-12-18
HD 69720,Hadiya Malouf,Egypt,8.27,Hya,2020-12-18
HD 82994,Marina Tikhonova,Russia,7.71,Hya,2020-12-18
HD 2291,Courtney Kulas ,USA,7.57,Cas,2020-12-18
HD 209014,Alsan Rodarte,Guatemala,5.43,PsA,2020-12-18
HD 121908,Elinda Montés,Cuba,8.57,Vir,2020-12-19
HD 114072,Justen Barton ,Philippines,7.87,Com,2020-12-19
HD 88277,Asad Morcos,Bangladesh,8.92,Car,2020-12-19
HD 122546,Ella Bird,USA,8.47,UMa,2020-12-19
HD 151292,Éléonore Sirois,Canada,9.1,Her,2020-12-19
HD 173141,Garam Gwon ,South Korea,7.34,Sgr,2020-12-19
HD 210859,Dominik Keller,Germany,8.96,Peg,2020-12-19
HD 29954,Sophie O'Connor,USA,8.52,Cae,2020-12-19
HD 160883,Ustina Yermakova,Russia,6.6,Her,2020-12-20
HD 139626,Isabella Moran,Ireland,9.12,Lib,2020-12-20
HD 123825,Courtney Owens,New Zealand,7.25,Vir,2020-12-20
HD 20043,Salomón Saldivar,Mexico,6.51,Ari,2020-12-20
HD 101088,Shadiyah Malouf,Siria,6.62,Mus,2020-12-20
HD 68077,Anastasie Schmitt ,France,5.88,Lyn,2020-12-21
HD 18625,Eva Hardy,New Zealand,8.49,Hyi,2020-12-22
HD 124152,Magnolia Colunga,Spain,8.24,Cen,2020-12-22
HD 91980,Vallie Runte ,USA,8.39,Ant,2020-12-22
HD 103345,Putra Ramani ,Malaysia,9,Cen,2020-12-22
HD 105145,Tilde Laursen,Norway,8.6,Hya,2020-12-22
HD 14652,Hossana Medina,Spain,5.29,Cet,2020-12-22
HD 14628,Mia Sims,New Zealand,6.53,Cet,2020-12-22
HD 214828,Madeleine Wells,USA,8.69,Aqr,2020-12-22
HD 95696,Bettina Bühlmann ,Switzerland,8.74,Crt,2020-12-22
HD 127744,Charlie Howe,USA,9.06,Lib,2020-12-22
HD 196723,Nelma Otila,Finland,7.51,Cyg,2020-12-23
HD 94439,Summer Tomlinson,USA,8.27,Leo,2020-12-24
HD 34616,Iva Zachová,Czech Republic,7.61,Lep,2020-12-24
HD 84543,Kobe Bourgeois ,Belgium,8.8,Sex,2020-12-25
HD 150647,Luperco Jaime,Spain,7.99,Ara,2020-12-25
HD 74490,Park He,China,8.27,Hya,2020-12-25
HD 192260,Maddison Giles,USA,7.53,Cyg,2020-12-25
HD 141643,Vincenza Milani,Italy,7.18,Lup,2020-12-25
HD 11945,Isidro Waelchi ,Philippines,9.06,Cas,2020-12-25
HD 41593,Ramona Hauser ,Switzerland,6.76,Ori,2020-12-25
HD 121767,Dylan Bastin ,Belgium,8.7,Vir,2020-12-25
HD 183359,Anand Deol ,India,8.11,Dra,2020-12-25
HD 250285,Mauro Hug ,Switzerland,9.09,Gem,2020-12-26
HD 149699,Gayle Pagac ,USA,8.31,Her,2020-12-26
HD 116501,Tuulia Alatalo,Finland,7.73,Vir,2020-12-26
HD 94747,Prudenciana Longoria,Venezuela,6.36,LMi,2020-12-26
HD 113220,Matilde Barbosa,Brazil,8.64,Cen,2020-12-27
